user_id,item_id,recommend,posted_year,sentiment_score,sentiment_analysis
PPanther,211820,True,2014.0,0.9783,2
devvonst,440,True,2014.0,0.6369,2
devvonst,218740,True,2014.0,0.2732,2
devvonst,550,True,2015.0,0.6249,2
Fr0stedLine,220,True,,0.4404,2
starkillershadow553,238090,True,2015.0,-0.4973,0
starkillershadow553,242130,True,,-0.5719,0
starkillershadow553,277430,True,2014.0,0.9257,2
76561198058373434,8870,True,2015.0,0.34,2
76561198048353577,368230,True,2015.0,-0.4939,0
76561198048353577,4000,True,,0.296,2
76561198048353577,33930,True,2013.0,0.9254,2
76561198066046412,359320,False,2015.0,-0.4767,0
76561198066046412,219640,True,2015.0,0.6369,2
tru_mu_,287980,True,2015.0,0.9178,2
76561198070565427,218620,True,,0.0,1
76561198070565427,208090,True,2015.0,0.2732,2
76561198070565427,242700,True,2014.0,0.0,1
76561198070565427,570,False,2014.0,0.0,1
76561198070565427,224260,True,2014.0,0.0,1
SavageEeEe,221100,True,2015.0,0.9451,2
76561198076909484,570,True,2014.0,0.2732,2
KanadeTheNeko,331470,True,2014.0,0.9432,2
KanadeTheNeko,4000,True,2014.0,0.3612,2
Leaf_Light_Moscow,323370,True,,0.5859,2
GoAwayZach,304930,True,2014.0,0.9491,2
76561198054540475,12210,True,2015.0,-0.8225,0
76561198054540475,265210,True,2014.0,0.0,1
76561198054540475,48700,True,2014.0,0.7845,2
76561198085547365,238460,True,,0.4939,2
76561198085547365,34900,True,,0.9306,2
76561198061252210,730,True,2015.0,0.9244,2
OfficialShroomsy,113200,True,2013.0,0.8225,2
boydeer,440,True,2014.0,0.0,1
boydeer,383080,False,2015.0,0.0,1
VVillis,213670,True,2015.0,0.0,1
76561198083226897,105600,True,2015.0,0.0369,1
76561198075277292,730,True,2015.0,-0.34,0
76561198075277292,570,True,2015.0,0.8526,2
76561198028895010,231180,True,2013.0,0.842,2
76561198028895010,620,True,2012.0,0.7427,2
76561198170198366,271290,True,,0.765,2
diego9031,4000,True,,0.0,1
diego9031,317360,True,,0.0,1
diego9031,223710,True,2015.0,0.0,1
diego9031,299360,True,2015.0,0.0,1
diego9031,322330,True,2015.0,0.0,1
diego9031,1250,True,2015.0,0.0,1
diego9031,12100,True,2015.0,0.0,1
diego9031,204360,True,2015.0,0.4572,2
diego9031,440,True,2013.0,0.0,1
diego9031,224260,True,2013.0,0.4376,2
jarrodtrim,440,True,2012.0,0.884,2
76561198078738103,304930,True,,0.9501,2
76561198067936203,440,True,2015.0,0.8707,2
76561198079770573,1840,True,2015.0,0.0,1
76561198087586464,440,True,2013.0,0.765,2
Derp-e,440,True,2015.0,0.9452,2
76561198070194565,233250,True,2014.0,0.0,1
76561198070194565,449140,True,,0.0,1
76561198070194565,368730,True,,0.0,1
76561198070194565,246280,True,,0.0,1
76561198070194565,427270,True,,0.6331,2
76561198070194565,397100,True,,0.0,1
76561198070194565,248570,True,2015.0,0.0,1
Rivtex,298630,True,2015.0,0.0,1
UTNerd24,244210,True,2014.0,0.8449,2
UTNerd24,440,True,2015.0,0.0,1
UTNerd24,376920,True,2015.0,0.636,2
UTNerd24,257750,True,2015.0,0.34,2
UTNerd24,221910,True,2014.0,0.0,1
UTNerd24,2280,True,2013.0,-0.6209,0
sandwiches1,417860,False,2015.0,0.0,1
76561198138053270,218620,True,2014.0,0.6249,2
lucaswerg,218620,True,2014.0,0.8176,2
lucaswerg,222880,True,2014.0,0.0,1
Life-Of-Blu,377160,True,2015.0,0.6369,2
Life-Of-Blu,211820,True,2013.0,0.8689,2
CaptianAutismo,252490,True,2015.0,-0.25,0
76561198075895633,440,True,2014.0,0.8177,2
TheDropix101,242920,True,,0.7688,2
kube134,251990,True,2014.0,0.4588,2
iamthekingofbrowntown,344760,False,2015.0,-0.8074,0
iamthekingofbrowntown,252950,True,2015.0,0.0,1
iamthekingofbrowntown,236430,True,,0.7359,2
iamthekingofbrowntown,399730,True,2015.0,0.4939,2
MainScout,550,True,,0.0,1
yookobz,377160,True,2015.0,0.5994,2
yookobz,219150,True,2013.0,0.7845,2
Posiblydead,277430,True,2014.0,0.8977,2
Posiblydead,239820,True,2014.0,0.9807,2
Posiblydead,17410,True,2012.0,0.7717,2
Mossy_Gaming,440,True,2015.0,0.939,2
76561198102421718,270550,True,2015.0,0.6369,2
76561198102421718,274940,True,2015.0,0.9026,2
76561198102421718,333930,True,2015.0,-0.4767,0
76561198087407319,440,True,2014.0,0.0,1
76561198056741844,730,True,2014.0,0.0,1
sad-commie,294100,True,,-0.6705,0
sad-commie,212070,True,2014.0,-0.3387,0
sad-commie,264140,True,2014.0,0.0,1
76561198030567998,332800,True,2014.0,0.0,1
76561198030567998,319630,True,2015.0,0.994,2
76561198030567998,6020,True,2015.0,-0.6249,0
76561198030567998,55230,True,2015.0,0.6642,2
76561198030567998,32430,True,2014.0,0.6352,2
76561198010674657,377160,False,,0.9675,2
76561198010674657,440,True,,-0.7366,0
Coldaniel,35450,True,2015.0,0.8689,2
Coldaniel,440,True,2014.0,0.0762,2
Coldaniel,236390,True,2015.0,0.8622,2
therealmorty,351570,True,2015.0,0.3612,2
therealmorty,212680,True,2015.0,-0.5106,0
Berserklejerker,391540,True,2015.0,0.5719,2
76561198061730629,550,True,2014.0,-0.3182,0
YoHuNz,440,True,2014.0,0.0,1
YoHuNz,570,True,2014.0,0.0,1
possessioniskey,72850,True,2015.0,0.8591,2
possessioniskey,440,True,2015.0,0.9171,2
possessioniskey,113400,True,2014.0,0.723,2
76561198093112529,440,True,2014.0,0.2342,2
76561198060447950,200510,True,2015.0,0.4019,2
whiteofwolfing,730,True,2015.0,0.765,2
sergarino,383080,True,2015.0,0.25,2
76561198081962345,200210,True,,0.0943,2
76561198081962345,1250,True,2014.0,0.0,1
76561198073210139,304050,True,,0.2808,2
Nozomikat,265610,True,2015.0,0.4451,2
Nozomikat,264200,True,2014.0,0.0,1
Nozomikat,417860,True,2015.0,0.0601,2
Nozomikat,333600,True,2015.0,0.5423,2
Nozomikat,213670,True,2014.0,0.9652,2
Nozomikat,91310,True,2013.0,0.9254,2
Nozomikat,437220,False,,-0.9172,0
Nozomikat,210770,True,2013.0,0.3322,2
xfluttersx,351640,True,2015.0,0.9878,2
xfluttersx,202530,False,,0.8647,2
xfluttersx,105600,True,2012.0,0.8564,2
xfluttersx,440,True,2014.0,0.9216,2
xfluttersx,47870,True,2013.0,0.9536,2
xfluttersx,383080,True,2015.0,0.4404,2
xfluttersx,410,True,2012.0,0.7773,2
76561198056290589,730,True,2014.0,0.6369,2
ii_voltage_ii,253710,False,2014.0,0.8476,2
ii_voltage_ii,339280,True,2015.0,0.9627,2
ii_voltage_ii,271290,True,2014.0,0.8788,2
ii_voltage_ii,203290,True,2013.0,0.7482,2
76561198097762318,440,True,2015.0,0.34,2
76561198097762318,233150,True,2014.0,0.0,1
Hirukaz,550,True,2013.0,-0.0516,0
StelerForYou,730,True,2015.0,0.8938,2
StelerForYou,211820,True,2013.0,0.9923,2
76561198183396245,440,True,2015.0,0.9694,2
Xx-Woods,346330,False,,0.0,1
Xx-Woods,224260,True,2015.0,0.5106,2
Xx-Woods,317360,True,2014.0,0.128,2
Xx-Woods,295550,True,2014.0,0.128,2
Xx-Woods,250180,True,2014.0,0.0,1
Xx-Woods,227940,True,2014.0,-0.2584,0
Xx-Woods,17520,True,2014.0,0.0,1
Xx-Woods,113420,True,2014.0,0.2003,2
kevinator23,320760,True,2015.0,-0.4545,0
kevinator23,8850,True,2015.0,0.9643,2
kevinator23,233720,True,2014.0,0.9387,2
kevinator23,218620,True,2015.0,0.476,2
kevinator23,730,True,2015.0,0.7579,2
kevinator23,219740,True,2015.0,0.4404,2
kevinator23,220240,True,2014.0,0.8266,2
kevinator23,440,True,2012.0,0.4403,2
76561198090715178,4000,True,2014.0,0.6486,2
76561198090715178,304930,True,2014.0,0.5106,2
CatsWhale,333950,True,2015.0,0.8335,2
CatsWhale,388520,True,2015.0,0.9594,2
CatsWhale,107410,True,2014.0,0.7812,2
CatsWhale,206210,True,2014.0,0.296,2
76561198073784601,221100,True,2015.0,0.6696,2
76561198073784601,299740,False,,-0.4215,0
mimimomoma,730,True,2015.0,0.25,2
76561198102410011,440,True,2015.0,0.0,1
de_Butl3r,209870,True,2014.0,0.5169,2
76561198027947401,322170,True,,0.9729,2
76561198027947401,304050,True,,0.5859,2
Bluezap1,440,True,2015.0,0.1779,2
Bluezap1,730,True,2015.0,0.296,2
Bluezap1,362890,True,2015.0,0.7524,2
Bluezap1,413850,True,2015.0,0.0,1
76561198074200011,730,True,2015.0,0.8591,2
jonasdbomb,346110,True,,0.9822,2
L1J1N,570,True,2014.0,0.6588,2
Lord_Exploit,311560,True,2015.0,0.991,2
Lord_Exploit,322170,True,2015.0,0.9114,2
AVATAR715,48240,False,2014.0,-0.1759,0
AVATAR715,440,True,2015.0,0.8409,2
AVATAR715,248570,True,2014.0,-0.2382,0
AVATAR715,264140,True,2014.0,0.9042,2
AVATAR715,4000,True,2014.0,0.6956,2
AVATAR715,266430,True,2015.0,0.5974,2
AVATAR715,316010,True,2015.0,0.882,2
AVATAR715,249570,True,2014.0,0.5563,2
YieuwMage,730,True,,0.8591,2
76561198078752187,240,True,2014.0,0.0,1
A-Very-Sly-Person,304930,True,2015.0,0.0,1
A-Very-Sly-Person,440,True,2014.0,0.4912,2
76561198211054671,730,True,,0.0,1
76561198211054671,333930,True,,-0.5562,0
76561197994493402,365590,True,,0.9497,2
76561197994493402,264200,True,2015.0,0.7263,2
76561197994493402,440,True,2014.0,0.8313,2
Koolcaz12,298050,False,,0.4404,2
76561198065656175,383080,True,2015.0,0.8769,2
76561198188979775,440,True,,0.4404,2
97396295,301520,True,2014.0,0.9214,2
97396295,243870,True,2014.0,0.953,2
97396295,218230,False,2014.0,-0.6876,0
97396295,291550,False,,-0.3612,0
76561198126640317,251570,True,2015.0,0.9681,2
76561198126640317,221100,True,2015.0,0.6908,2
76561198126640317,316010,True,2015.0,0.6705,2
76561198126640317,218230,True,2015.0,-0.5206,0
76561198126640317,333930,True,2015.0,0.9709,2
76561198126640317,222880,True,2015.0,0.8999,2
76561198126640317,730,True,2015.0,0.987,2
DemonicWolvz,55230,True,2015.0,0.9184,2
DemonicWolvz,232090,True,2015.0,0.8979,2
DemonicWolvz,4000,True,2015.0,0.0,1
DemonicWolvz,206420,True,2014.0,0.204,2
DemonicWolvz,224260,True,2014.0,0.4005,2
DemonicWolvz,550,True,2013.0,0.6249,2
DieMadchenschanderin,346110,True,2015.0,0.8271,2
DieMadchenschanderin,380770,False,2015.0,-0.183,0
DieMadchenschanderin,454890,True,,-0.0644,0
DieMadchenschanderin,227680,False,2013.0,0.5215,2
GGargula,570,False,,0.0,1
GGargula,233250,True,2015.0,0.0,1
Myther43,273350,True,,0.836,2
getf0kinn0sc0pedm9,730,True,2015.0,-0.6757,0
getf0kinn0sc0pedm9,440,False,,-0.7096,0
76561198141443390,730,True,2015.0,0.8769,2
76561198097333029,570,True,,0.0,1
whodafuqisthisguilao,730,True,2015.0,0.9607,2
Magjiikal,370480,True,2015.0,0.9588,2
Magjiikal,313740,True,2015.0,0.8668,2
ohnospaghet,1840,True,2014.0,0.0772,2
ohnospaghet,440,True,2014.0,-0.6412,0
ohnospaghet,266210,True,2015.0,0.8779,2
ohnospaghet,369200,True,,0.0258,1
ohnospaghet,252490,False,,-0.4019,0
ohnospaghet,264200,True,2015.0,0.5994,2
76561198050347115,292030,True,,-0.6597,0
2768820078,287700,True,2015.0,0.0,1
2768820078,730,False,,0.0,1
2768820078,310950,True,,0.0,1
2768820078,377160,True,2015.0,0.0,1
2768820078,221380,True,2015.0,0.0,1
2768820078,333950,True,2015.0,0.0,1
2768820078,222420,False,2015.0,0.0,1
2768820078,271590,True,2015.0,0.0,1
2768820078,298110,True,2015.0,0.0,1
2768820078,222440,True,2015.0,0.0,1
76561198056392326,259530,True,,0.0,1
76561198056392326,219640,False,,0.0,1
76561198056392326,269210,False,,0.0,1
2d4nk4m3,317470,False,2014.0,0.4885,2
2d4nk4m3,47410,True,2014.0,0.2263,2
76561198078478151,730,True,,0.0,1
exiaez,365450,True,,0.0,1
76561198095921854,245620,True,2015.0,0.3182,2
EizanAratoFujimaki,70,True,2015.0,0.2942,2
EizanAratoFujimaki,359550,False,,-0.4019,0
TeCool,274980,True,2014.0,0.9894,2
TeCool,202090,True,2014.0,0.8296,2
TeCool,339280,True,2015.0,0.7615,2
TeCool,314130,False,2015.0,-0.5106,0
2xDelorean,570,True,2015.0,0.34,2
2xDelorean,212680,True,2013.0,0.8074,2
2xDelorean,200210,True,2013.0,0.8126,2
2xDelorean,440,True,2011.0,0.6249,2
washington_,440,False,,0.6003,2
washington_,4000,True,,0.4927,2
washington_,211820,True,,0.0,1
washington_,10180,True,,0.0,1
washington_,252490,True,,0.0,1
washington_,417860,True,2015.0,-0.4019,0
jewxxl,251970,True,2015.0,0.2944,2
76561198088944293,359550,True,,-0.4404,0
76561198088944293,107410,True,,0.4215,2
76561198088944293,218230,False,,0.0,1
76561198088944293,437701,False,,0.0,1
76561198088944293,304930,True,2014.0,0.0,1
76561198092540221,400,True,2015.0,0.872,2
76561198092540221,620,True,2015.0,0.5563,2
76561198092540221,238460,True,2015.0,0.9089,2
76561198092540221,6060,True,2015.0,0.9104,2
76561198092540221,440,True,2014.0,0.8948,2
76561198051258119,730,True,2015.0,0.9874,2
nubquake123,265610,True,2014.0,0.8683,2
Pyromanic,31280,True,2013.0,0.1265,2
Pyromanic,4000,True,2013.0,0.7034,2
Pyromanic,240,True,2013.0,0.4404,2
76561198109656922,440,True,,0.6369,2
CobRazor,252490,True,2015.0,0.0,1
relesprit,8930,True,2013.0,0.7559,2
WitchHunter4542,304930,True,2014.0,0.7125,2
WitchHunter4542,237310,True,2015.0,-0.1196,0
WitchHunter4542,224260,True,2014.0,0.1886,2
pwrt,230410,True,2015.0,0.7937,2
pwrt,440,True,2014.0,0.5719,2
wantmahbody,440,True,2014.0,0.8534,2
76561198115868847,219640,False,,-0.5719,0
benedictcuminherbatch,570,True,2014.0,0.2263,2
76561198031207016,8930,True,2014.0,0.9337,2
76561198043458582,105600,True,2015.0,0.6369,2
76561198043458582,221100,True,2015.0,0.8068,2
76561198043458582,107410,True,2015.0,0.4404,2
76561198043458582,231430,True,2014.0,0.6696,2
smashiroshh,218620,True,2014.0,0.4404,2
shark854,225540,True,,0.7574,2
killbunny38,570,True,2015.0,0.7311,2
killbunny38,333930,False,2015.0,0.0232,1
76561198047630659,230410,False,2015.0,0.9722,2
1337lolroflmao,271590,True,2015.0,0.47,2
1337lolroflmao,218620,True,2014.0,-0.6523,0
1337lolroflmao,219740,True,2013.0,-0.8173,0
1337lolroflmao,7940,True,2013.0,0.7213,2
1337lolroflmao,234190,True,2014.0,0.6124,2
1337lolroflmao,10180,True,2013.0,0.8689,2
1337lolroflmao,33900,True,2013.0,0.8337,2
1337lolroflmao,261030,True,2015.0,0.3377,2
1337lolroflmao,243470,True,2014.0,-0.9427,0
sithjjf,302830,False,2015.0,-0.6762,0
76561198060039459,570,False,2014.0,-0.3612,0
OzfurAtlas,218620,False,,0.0,1
OzfurAtlas,4700,True,,-0.128,0
OzfurAtlas,212680,True,2013.0,-0.4215,0
76561198065593074,304930,False,2015.0,-0.4767,0
76561198065593074,730,False,,-0.4886,0
76561198065593074,304050,True,2015.0,0.9761,2
76561198065593074,203750,True,2014.0,0.6249,2
76561198044169764,227940,False,2015.0,0.5327,2
76561198044169764,355180,False,2015.0,-0.4215,0
76561198044169764,730,True,,-0.9902,0
76561198044169764,4000,True,2015.0,0.0,1
euzi,236390,True,2014.0,0.6588,2
76561198074935997,221100,False,,-0.8567,0
76561198074935997,365590,False,,0.0,1
76561198074935997,299740,True,,0.8176,2
76561198074935997,346110,False,,0.6487,2
76561198074935997,275850,False,,0.7574,2
76561198074935997,400800,False,,-0.5849,0
76561198074935997,252490,False,,0.918,2
76561198074935997,437220,False,,0.3716,2
76561197961778802,730,True,2014.0,0.7424,2
lucasrash,440,True,,0.0,1
76561198016602703,301520,False,,-0.8569,0
76561198016602703,433340,True,,0.596,2
thisissohardtomakeoneup,440,True,2014.0,0.0,1
76561198087010391,4000,True,2015.0,0.9643,2
66666669999999,302830,False,2015.0,0.0,1
76561198061174192,220200,True,2014.0,0.6391,2
76561198061174192,242760,True,2014.0,-0.5883,0
ReMiXOfficalSteam,352460,True,2015.0,0.9177,2
Wilfire77,322920,True,2015.0,0.9085,2
76561198084390807,234792,True,2015.0,0.0,1
76561198084390807,252490,True,2014.0,0.6369,2
Mastic,304050,False,2015.0,-0.4755,0
Mastic,297130,True,,0.9855,2
Mastic,397570,True,,-0.9043,0
Mastic,550,True,2014.0,0.7717,2
Mastic,206420,True,2014.0,0.9961,2
Mastic,278360,False,,0.8999,2
76561198028286104,10180,True,2013.0,0.6369,2
tarjla,242760,True,,0.9678,2
tarjla,304930,True,2014.0,0.9711,2
tarjla,441790,True,,0.9689,2
tarjla,265750,True,2015.0,0.9832,2
tarjla,252490,True,2014.0,0.9623,2
tarjla,4000,True,2013.0,0.9392,2
tarjla,211820,True,2013.0,0.8021,2
tarjla,105600,True,2013.0,0.9904,2
tarjla,251570,True,,0.9561,2
tarjla,730,True,2014.0,0.819,2
deathnz1,233110,False,,-0.0772,0
deathnz1,322910,False,,0.3712,2
deathnz1,276340,True,2014.0,0.6369,2
readingthis4noobs,227940,True,,0.3885,2
76561198104393251,304930,True,2015.0,0.4019,2
76561198075322986,730,True,,0.0,1
redsncrimson,448530,True,,0.955,2
redsncrimson,304410,True,,0.987,2
redsncrimson,620,True,,0.9747,2
redsncrimson,274920,True,2014.0,-0.0146,1
redsncrimson,211820,True,2013.0,0.6808,2
redsncrimson,219890,True,,0.3739,2
redsncrimson,49520,True,2013.0,0.8173,2
redsncrimson,223510,True,2013.0,0.7607,2
redsncrimson,440,True,2012.0,0.9217,2
76561198151910904,252950,True,,0.4927,2
H1DD3NT3RR0R,240,True,2014.0,0.532,2
H1DD3NT3RR0R,105600,True,2014.0,0.9263,2
H1DD3NT3RR0R,204300,True,2013.0,0.9744,2
H1DD3NT3RR0R,730,True,2014.0,-0.9955,0
H1DD3NT3RR0R,440,False,2015.0,-0.6841,0
H1DD3NT3RR0R,570,True,2014.0,-0.9249,0
76561198071214618,268750,True,2015.0,0.7088,2
76561198115115631,570,True,2015.0,0.986,2
76561198071175142,570,True,2015.0,0.0,1
76561198071175142,271590,True,2015.0,0.8455,2
t8s,360870,True,2015.0,0.5103,2
t8s,730,True,2015.0,0.743,2
pikawuu2,230410,True,,0.0258,1
pikawuu2,12900,True,2013.0,0.6369,2
Sammeh00,301520,True,2014.0,0.9545,2
Michaelele,6060,True,2014.0,0.7947,2
Michaelele,730,True,2014.0,0.836,2
Michaelele,107410,True,2014.0,0.6808,2
Michaelele,304930,True,2014.0,0.8689,2
76561198045754869,335670,True,2015.0,0.0,1
76561198076098774,215080,True,2015.0,0.4404,2
76561198103253374,570,True,2014.0,-0.3182,0
76561198048417105,271590,True,2015.0,0.9356,2
76561198048417105,730,True,2015.0,0.8268,2
76561198048417105,244160,True,,0.8519,2
76561198048417105,270880,True,,0.8957,2
76561198090842891,8190,True,2015.0,0.7482,2
76561198055767971,247730,False,2015.0,-0.8032,0
76561197998052647,233630,True,2014.0,0.2144,2
adohya343,303390,False,,0.2235,2
76561198145436942,221100,True,2014.0,0.9644,2
jjas01,208812,False,2014.0,0.3252,2
jjas01,218620,False,2015.0,0.9324,2
jjas01,243120,True,2013.0,0.9558,2
jjas01,234140,True,2015.0,0.0258,1
jjas01,204450,True,2014.0,0.9846,2
jjas01,225260,True,2014.0,0.9848,2
jjas01,50300,True,2013.0,0.8664,2
jjas01,201810,True,2014.0,0.99,2
jjas01,212630,False,,-0.8747,0
jjas01,427820,False,,-0.3493,0
3xotic26,500,True,2014.0,0.6466,2
3xotic26,440,True,2014.0,0.9792,2
3xotic26,49520,True,2014.0,0.9099,2
3xotic26,550,True,2013.0,0.6588,2
iamthetrashlord,206420,True,2015.0,0.4404,2
iamthetrashlord,213670,True,2014.0,0.8537,2
3dster,550,True,2015.0,0.476,2
76561198079990063,231040,True,2014.0,0.8999,2
Forty-Nine,221100,True,2014.0,-0.963,0
Forty-Nine,376300,False,,0.9575,2
76561198051017916,351040,True,2015.0,0.0,1
76561198051017916,250600,True,2014.0,0.0,1
L4M1NAS,227940,True,,0.7107,2
L4M1NAS,437220,True,,0.9633,2
L4M1NAS,221100,True,2015.0,0.9637,2
76561198096766604,301520,False,,0.6901,2
76561197995322437,264710,True,2015.0,0.5562,2
imsojipper,218620,True,2014.0,0.9306,2
76561198084542731,206420,True,2015.0,0.0,1
76561198084542731,47790,True,2014.0,0.5106,2
76561198103671881,570,True,2015.0,0.7506,2
mrpfresh,236110,True,,-0.9964,0
mrpfresh,346110,True,2015.0,-0.0588,0
mrpfresh,232790,True,,0.2052,2
GamerFag,440,True,2012.0,0.85,2
GamerFag,70,True,2011.0,-0.7876,0
GamerFag,420,True,2011.0,0.0,1
GamerFag,380,True,2011.0,0.7226,2
GamerFag,220,True,2011.0,0.0,1
GamerFag,1250,True,2010.0,0.7405,2
EHS-R3AP3R,339230,False,2015.0,-0.1655,0
EHS-R3AP3R,349700,True,2015.0,0.5859,2
EHS-R3AP3R,226700,True,2013.0,0.4295,2
EHS-R3AP3R,209160,True,2013.0,0.4295,2
chidori_647,219990,True,2013.0,0.4131,2
chidori_647,213670,True,2014.0,0.7906,2
chidori_647,21100,False,2013.0,-0.7452,0
chidori_647,8190,True,2013.0,0.452,2
chidori_647,215470,False,2013.0,-0.4127,0
76561198092227136,730,True,2014.0,0.4404,2
76561198092227136,1250,True,2014.0,0.0,1
hellcat59,4000,True,2014.0,0.8832,2
76561198007584361,401650,True,2015.0,-0.5399,0
tbimperator,35450,True,2012.0,0.9325,2
Allahu_Akbar666,230410,True,2015.0,0.9686,2
Allahu_Akbar666,304930,False,2014.0,-0.5574,0
ulramite,290020,True,2014.0,0.7932,2
ulramite,248860,True,2014.0,-0.7386,0
ulramite,211820,True,,0.296,2
-GM-Dragon,226700,False,2014.0,-0.8658,0
-GM-Dragon,244850,True,2015.0,0.9763,2
76561198054040292,298260,True,2015.0,0.8834,2
76561198078799606,370240,False,2015.0,-0.9366,0
76561198078799606,730,True,2015.0,0.7206,2
76561198078799606,233450,True,2014.0,0.0,1
I_DID_911_JUST_SAYING,214420,True,,0.6597,2
I_DID_911_JUST_SAYING,365670,True,,0.3612,2
I_DID_911_JUST_SAYING,440,True,,0.4404,2
I_DID_911_JUST_SAYING,4000,True,,0.6486,2
I_DID_911_JUST_SAYING,221260,True,2013.0,0.5106,2
750805,369070,False,,-0.7998,0
750805,91310,False,,-0.9195,0
diabeticfuck,218620,True,2015.0,0.34,2
diabeticfuck,419070,True,2015.0,0.0,1
diabeticfuck,333930,False,2015.0,-0.4767,0
diabeticfuck,287700,True,2015.0,0.0,1
76561198054465623,302830,False,2015.0,0.0207,1
76561198054465623,24240,True,2014.0,0.8874,2
76561198054465623,39800,True,2015.0,0.0,1
76561198054465623,250600,True,2014.0,-0.3818,0
76561198054465623,105600,True,2015.0,-0.7678,0
76561198054465623,113020,True,2014.0,0.8012,2
aaropro,440,True,2014.0,0.8578,2
aaropro,221100,True,,0.9423,2
abiam,238960,True,2014.0,0.0,1
FrankoWalker,310370,True,2015.0,0.636,2
FrankoWalker,260410,True,2014.0,0.0,1
FrankoWalker,236390,True,2014.0,-0.5425,0
LightfootSword7,221100,False,2015.0,0.9615,2
LightfootSword7,383870,True,,0.991,2
SALTTHEW0UND,248820,True,2015.0,0.0,1
SALTTHEW0UND,730,True,2014.0,0.6249,2
SALTTHEW0UND,550,True,2014.0,0.8955,2
SALTTHEW0UND,204030,True,2014.0,0.4194,2
SALTTHEW0UND,440,True,2013.0,0.8658,2
SALTTHEW0UND,383080,True,2015.0,0.6249,2
express157,304930,True,2014.0,0.4404,2
76561198074644990,242760,True,2015.0,0.0,1
76561198074644990,207230,True,2015.0,0.6249,2
76561198074644990,9180,False,2013.0,-0.3612,0
76561198064304806,730,True,2015.0,-0.1027,0
TomoeMamiewe,10150,True,2014.0,0.0,1
TomoeMamiewe,4000,True,,0.0,1
76561198057086148,214950,True,2015.0,0.9332,2
Acidius99,218620,True,2014.0,0.8899,2
Acidius99,292030,True,,0.7769,2
Acidius99,261640,True,,0.8297,2
Acidius99,220240,True,2014.0,0.8271,2
Acidius99,271290,False,2015.0,-0.7096,0
acorn13,313740,True,2014.0,0.5994,2
acorn13,34330,True,2012.0,-0.6399,0
acorn13,271590,True,2015.0,0.4404,2
adamcookie,570,True,,0.296,2
AddzyTheBaddzy,291550,True,2015.0,0.636,2
AddzyTheBaddzy,259080,True,2013.0,0.9386,2
mrfunkyjunkie,233250,True,2014.0,0.765,2
mrfunkyjunkie,256350,True,2014.0,0.4404,2
mrfunkyjunkie,249380,True,2015.0,0.953,2
mradobe7,275850,False,,0.4939,2
76561198167207237,337320,True,,-0.7845,0
76561198167207237,391540,True,2015.0,0.0,1
76561198167207237,265930,True,2015.0,0.0,1
76561198167207237,620,True,2015.0,0.6369,2
cancerkek,730,True,2015.0,0.0,1
76561198073508075,10090,True,2014.0,0.9623,2
76561198073508075,251570,True,,-0.5574,0
76561198073508075,218680,True,2014.0,0.6483,2
76561198074323290,252490,False,,0.9952,2
76561198074323290,251060,False,,-0.296,0
76561198090899557,252490,False,,-0.128,0
